737	1	3722
73837	1	3723
74	6	3724
740	1	3730
74063	1	3731
74074	1	3732
74088	1	3733
7414	1	3734
74162	1	3735
74221	1	3736
7426	1	3737
7429	1	3738
74418	1	3739
74460	1	3740
745	1	3741
7450	1	3742
747	1	3743
7478	1	3744
75	10	3745
75000	2	3755
7526	1	3757
75336	1	3758
7543	1	3759
75810	1	3760
75941	1	3761
75965	1	3762
76	9	3763
760	2	3772
7625	1	3774
76530	1	3775
7663	1	3776
767	1	3777
76765	1	3778
7682	1	3779
77	3	3780
7714	1	3783
77144	1	3784
775	1	3785
7761	1	3786
77631	1	3787
777300er	1	3788
778	1	3789
779	1	3790
78	6	3791
78000	1	3797
783	1	3798
785	1	3799
785313	1	3800
786	1	3801
787	1	3802
78710	1	3803
7874	1	3804
7879	1	3805
79	6	3806
7960	1	3812
7985	1	3813
7996	1	3814
8	22	3815
80	13	3837
800	1	3850
8010	1	3851
8014	1	3852
8018	1	3853
8034	1	3854
8039	1	3855
8054	1	3856
806	1	3857
808	1	3858
809	1	3859
81	6	3860
812	1	3866
813	1	3867
8131	1	3868
815	1	3869
818	1	3870
819	1	3871
8192	1	3872
8194	1	3873
82	4	3874
8233	1	3878
828269	1	3879
83	5	3880
830	1	3885
831	1	3886
8328	1	3887
838	1	3888
8382	1	3889
839	1	3890
8393	1	3891
84	5	3892
842	1	3897
8425	1	3898
845	1	3899
85	11	3900
850	2	3911
8504	1	3913
8511	1	3914
8516	1	3915
8544	1	3916
8570	1	3917
86	6	3918
8604	1	3924
863	1	3925
864	1	3926
865	1	3927
8663	1	3928
867	1	3929
868	1	3930
8694	1	3931
87	6	3932
870	1	3938
873	1	3939
8748	1	3940
8754	1	3941
8755	1	3942
8775	1	3943
87member	1	3944
88	5	3945
880273	1	3950
881000	1	3951
8816	1	3952
8827	1	3953
883	1	3954
8835	1	3955
884	1	3956
886000	1	3957
888	1	3958
888409	1	3959
889	1	3960
889288	1	3961
89	5	3962
892	1	3967
8923	1	3968
894484	1	3969
895075	1	3970
896267	1	3971
899	1	3972
9	20	3973
90	8	3993
900	1	4001
9000	2	4002
9005	1	4004
9021	1	4005
9030	1	4006
905	1	4007
907	1	4008
90magnitud	2	4009
91	7	4011
